"Medal","Year","NOC","count"
"Silver",1960,"GHA",1
"Silver",1960,"HUN",16
"Silver",1960,"IND",13
"Silver",1960,"IRI",1
"Silver",1960,"ITA",18
"Silver",1960,"JPN",10
"Silver",1960,"MAR",1
"Silver",1960,"NED",1
"Silver",1960,"POL",11
"Silver",1960,"POR",2
"Silver",1960,"ROU",1
"Silver",1960,"RSA",1
"Silver",1960,"SIN",1
"Silver",1960,"SUI",5
"Silver",1960,"SWE",2
"Silver",1960,"TCH",7
"Silver",1960,"TPE",1
"Silver",1960,"TUR",2
"Silver",1960,"URS",63
"Silver",1960,"USA",23
"Silver",1960,"YUG",1
"Silver",1964,"ARG",1
"Silver",1964,"AUS",5
"Silver",1964,"BUL",5
"Silver",1964,"CAN",2
"Silver",1964,"CUB",1
"Silver",1964,"DEN",1
"Silver",1964,"EUA",44
"Silver",1964,"FRA",13
"Silver",1964,"GBR",19
"Silver",1964,"HUN",7
"Silver",1964,"ITA",28
"Silver",1964,"JPN",5
"Silver",1964,"KOR",2
"Silver",1964,"NED",9
"Silver",1964,"PAK",16
"Silver",1964,"PHI",1
"Silver",1964,"POL",13
"Silver",1964,"ROU",4
"Silver",1964,"SUI",4
"Silver",1964,"SWE",4
"Silver",1964,"TCH",38
"Silver",1964,"TRI",1
"Silver",1964,"TUN",1
"Silver",1964,"TUR",3
"Silver",1964,"URS",63
"Silver",1964,"USA",36
"Silver",1964,"YUG",11
"Silver",1968,"AUS",34
"Silver",1968,"AUT",2
"Silver",1968,"BEL",1
"Silver",1968,"BRA",1
"Silver",1968,"BUL",21
"Silver",1968,"CAN",3
"Silver",1968,"CMR",1
"Silver",1968,"CUB",10
"Silver",1968,"DEN",6
"Silver",1968,"ETH",1
"Silver",1968,"FIN",2
"Silver",1968,"FRA",5
"Silver",1968,"FRG",15
"Silver",1968,"GBR",5
"Silver",1968,"GDR",19
"Silver",1968,"HUN",20
"Silver",1968,"IRI",1
"Silver",1968,"ITA",8
"Silver",1968,"JAM",1
"Silver",1968,"JPN",29
"Silver",1968,"KEN",7
"Silver",1968,"KOR",1
"Silver",1968,"MEX",3
"Silver",1968,"MGL",1
"Silver",1968,"NED",7
"Silver",1968,"NOR",2
"Silver",1968,"POL",2
"Silver",1968,"ROU",9
"Silver",1968,"SUI",3
"Silver",1968,"SWE",4
"Silver",1968,"TCH",7
"Silver",1968,"UGA",1
"Silver",1968,"URS",62
"Silver",1968,"USA",31
"Silver",1968,"YUG",14
"Silver",1972,"ARG",1
"Silver",1972,"AUS",7
"Silver",1972,"AUT",1
"Silver",1972,"BEL",2
"Silver",1972,"BUL",10
"Silver",1972,"CAN",2
"Silver",1972,"COL",1
"Silver",1972,"CUB",1
"Silver",1972,"FIN",1
"Silver",1972,"FRA",5
"Silver",1972,"FRG",17
"Silver",1972,"GBR",9
"Silver",1972,"GDR",62
"Silver",1972,"GRE",2
"Silver",1972,"HUN",46
"Silver",1972,"IRI",2
"Silver",1972,"ITA",3
"Silver",1972,"JPN",19
"Silver",1972,"KEN",3
"Silver",1972,"KOR",1
"Silver",1972,"LIB",1
"Silver",1972,"MEX",1
"Silver",1972,"MGL",1
"Silver",1972,"NED",1
"Silver",1972,"NOR",2
"Silver",1972,"NZL",4
"Silver",1972,"PAK",15
"Silver",1972,"POL",8
"Silver",1972,"PRK",1
"Silver",1972,"ROU",10
"Silver",1972,"SUI",8
"Silver",1972,"SWE",9
"Silver",1972,"TCH",21
"Silver",1972,"TUN",1
"Silver",1972,"TUR",1
"Silver",1972,"UGA",1
"Silver",1972,"URS",46
"Silver",1972,"USA",59
"Silver",1972,"YUG",1
"Silver",1976,"AUS",16
"Silver",1976,"BEL",3
"Silver",1976,"BUL",13
"Silver",1976,"CAN",8
"Silver",1976,"CUB",4
"Silver",1976,"ESP",6
"Silver",1976,"FIN",2
"Silver",1976,"FRA",7
"Silver",1976,"FRG",24
"Silver",1976,"GBR",15
"Silver",1976,"GDR",51
"Silver",1976,"HUN",6
"Silver",1976,"IRI",1
"Silver",1976,"ITA",25
"Silver",1976,"JAM",1
"Silver",1976,"JPN",6
"Silver",1976,"KOR",1
"Silver",1976,"MGL",1
"Silver",1976,"NED",2
"Silver",1976,"NOR",4
"Silver",1976,"NZL",1
"Silver",1976,"POL",29
"Silver",1976,"POR",2
"Silver",1976,"PRK",1
"Silver",1976,"ROU",28
"Silver",1976,"SUI",3
"Silver",1976,"SWE",1
"Silver",1976,"TCH",4
"Silver",1976,"URS",93
"Silver",1976,"USA",56
"Silver",1976,"VEN",1
"Silver",1976,"YUG",14
"Silver",1980,"AUS",2
"Silver",1980,"AUT",3
"Silver",1980,"BUL",46
"Silver",1980,"CUB",7
"Silver",1980,"DEN",2
"Silver",1980,"ESP",19
"Silver",1980,"FIN",1
"Silver",1980,"FRA",5
"Silver",1980,"GBR",18
"Silver",1980,"GDR",87
"Silver",1980,"HUN",13
"Silver",1980,"IRL",2
"Silver",1980,"ITA",21
"Silver",1980,"MEX",1
"Silver",1980,"MGL",2
"Silver",1980,"NED",1
"Silver",1980,"POL",25
"Silver",1980,"PRK",3
"Silver",1980,"ROU",15
"Silver",1980,"SWE",6
"Silver",1980,"TAN",2
"Silver",1980,"TCH",18
"Silver",1980,"UGA",1
"Silver",1980,"URS",127
"Silver",1980,"VEN",1
"Silver",1980,"YUG",27
"Silver",1984,"AUS",14
"Silver",1984,"AUT",1
"Silver",1984,"BEL",2
"Silver",1984,"BRA",34
"Silver",1984,"CAN",35
"Silver",1984,"CHN",13
"Silver",1984,"CIV",1
"Silver",1984,"COL",1
"Silver",1984,"DEN",5
"Silver",1984,"EGY",1
"Silver",1984,"ESP",14
"Silver",1984,"FIN",2
"Silver",1984,"FRA",16
"Silver",1984,"FRG",74
"Silver",1984,"GBR",20
"Silver",1984,"GRE",1
"Silver",1984,"IRL",1
"Silver",1984,"ITA",6
"Silver",1984,"JAM",4
"Silver",1984,"JPN",8
"Silver",1984,"KOR",29
"Silver",1984,"MEX",3
"Silver",1984,"NED",6
"Silver",1984,"NGR",1
"Silver",1984,"NOR",1
"Silver",1984,"NZL",1
"Silver",1984,"PER",1
"Silver",1984,"PUR",1
"Silver",1984,"ROU",31
"Silver",1984,"SUI",9
"Silver",1984,"SWE",18
"Silver",1984,"SYR",1
"Silver",1984,"THA",1
"Silver",1984,"USA",115
"Silver",1984,"YUG",5
"Silver",1988,"AHO",1
"Silver",1988,"ARG",1
"Silver",1988,"AUS",6
"Silver",1988,"BRA",22
"Silver",1988,"BUL",14
"Silver",1988,"CAN",5
"Silver",1988,"CHI",1
"Silver",1988,"CHN",16
"Silver",1988,"CRC",1
"Silver",1988,"DEN",1
"Silver",1988,"ESP",2
"Silver",1988,"FIN",1
"Silver",1988,"FRA",4
"Silver",1988,"FRG",37
"Silver",1988,"GBR",16
"Silver",1988,"GDR",52
"Silver",1988,"HUN",9
"Silver",1988,"INA",3
"Silver",1988,"IRI",1
"Silver",1988,"ISV",1
"Silver",1988,"ITA",10
"Silver",1988,"JAM",5
"Silver",1988,"JPN",3
"Silver",1988,"KEN",2
"Silver",1988,"KOR",37
"Silver",1988,"NED",5
"Silver",1988,"NOR",21
"Silver",1988,"NZL",4
"Silver",1988,"PER",12
"Silver",1988,"POL",9
"Silver",1988,"ROU",30
"Silver",1988,"SEN",1
"Silver",1988,"SUI",6
"Silver",1988,"SWE",5
"Silver",1988,"TCH",4
"Silver",1988,"TUR",1
"Silver",1988,"URS",65
"Silver",1988,"USA",64
"Silver",1988,"YUG",27
"Silver",1992,"AUS",27
"Silver",1992,"AUT",6
"Silver",1992,"BEL",1
"Silver",1992,"BRA",1
"Silver",1992,"BUL",7
"Silver",1992,"CAN",5
"Silver",1992,"CHN",46
"Silver",1992,"CRO",12
"Silver",1992,"CUB",13
"Silver",1992,"DEN",2
"Silver",1992,"ESP",20
"Silver",1992,"EUN",65
"Silver",1992,"FIN",4
"Silver",1992,"FRA",5
"Silver",1992,"GBR",3
"Silver",1992,"GER",57
"Silver",1992,"HUN",23
"Silver",1992,"INA",3
"Silver",1992,"IOP",1
"Silver",1992,"IRI",1
"Silver",1992,"IRL",1
"Silver",1992,"ISR",1
"Silver",1992,"ITA",10
"Silver",1992,"JAM",3
"Silver",1992,"JPN",8
"Silver",1992,"KEN",4
"Silver",1992,"KOR",5
"Silver",1992,"LAT",2
"Silver",1992,"MAR",1
"Silver",1992,"MEX",1
"Silver",1992,"NAM",2
"Silver",1992,"NED",20
"Silver",1992,"NGR",7
"Silver",1992,"NOR",20
"Silver",1992,"NZL",9
"Silver",1992,"PER",1
"Silver",1992,"POL",18
"Silver",1992,"ROU",31
"Silver",1992,"RSA",3
"Silver",1992,"SWE",27
"Silver",1992,"TCH",3
"Silver",1992,"TPE",20
"Silver",1992,"TUR",2
"Silver",1992,"USA",50
"Silver",1996,"ARG",19
"Silver",1996,"ARM",1
"Silver",1996,"AUS",16
"Silver",1996,"AUT",1
"Silver",1996,"AZE",1
"Silver",1996,"BAH",5
"Silver",1996,"BEL",2
"Silver",1996,"BLR",6
"Silver",1996,"BRA",15
"Silver",1996,"BUL",12
"Silver",1996,"CAN",31
"Silver",1996,"CHN",74
"Silver",1996,"CRO",13
"Silver",1996,"CUB",8
"Silver",1996,"CZE",5
"Silver",1996,"DEN",1
"Silver",1996,"ESP",21
"Silver",1996,"FIN",2
"Silver",1996,"FRA",10
"Silver",1996,"GBR",15
"Silver",1996,"GER",35
"Silver",1996,"GRE",4
"Silver",1996,"HUN",9
"Silver",1996,"INA",1
"Silver",1996,"IRI",1
"Silver",1996,"ITA",24
"Silver",1996,"JAM",3
"Silver",1996,"JPN",26
"Silver",1996,"KAZ",4
"Silver",1996,"KEN",4
"Silver",1996,"KOR",49
"Silver",1996,"LAT",1
"Silver",1996,"MAS",2
"Silver",1996,"MDA",2
"Silver",1996,"NAM",2
"Silver",1996,"NED",9
"Silver",1996,"NGR",4
"Silver",1996,"NOR",3
"Silver",1996,"NZL",2
"Silver",1996,"PHI",1
"Silver",1996,"POL",7
"Silver",1996,"PRK",1
"Silver",1996,"ROU",10
"Silver",1996,"RSA",1
"Silver",1996,"RUS",45
"Silver",1996,"SLO",2
"Silver",1996,"SUI",6
"Silver",1996,"SVK",1
"Silver",1996,"SWE",23
"Silver",1996,"TGA",1
"Silver",1996,"TPE",1
"Silver",1996,"TUR",1
"Silver",1996,"UKR",5
"Silver",1996,"USA",48
"Silver",1996,"UZB",1
"Silver",1996,"YUG",12
"Silver",1996,"ZAM",1
"Silver",2000,"ALG",1
"Silver",2000,"ARG",17
"Silver",2000,"AUS",69
"Silver",2000,"AUT",1
"Silver",2000,"BEL",3
"Silver",2000,"BLR",8
"Silver",2000,"BRA",12
"Silver",2000,"BUL",6
"Silver",2000,"CAN",4
"Silver",2000,"CHN",23
"Silver",2000,"CUB",35
"Silver",2000,"CZE",3
"Silver",2000,"DEN",3
"Silver",2000,"ESP",20
"Silver",2000,"ETH",1
"Silver",2000,"FIN",1
"Silver",2000,"FRA",30
"Silver",2000,"GBR",20
"Silver",2000,"GER",23
"Silver",2000,"GRE",6
"Silver",2000,"HUN",24
"Silver",2000,"INA",4
"Silver",2000,"IRL",1
"Silver",2000,"ITA",14
"Silver",2000,"JAM",14
"Silver",2000,"JPN",30
"Silver",2000,"KAZ",4
"Silver",2000,"KEN",3
"Silver",2000,"KOR",26
"Silver",2000,"KSA",1
"Silver",2000,"LAT",1
"Silver",2000,"MAR",1
"Silver",2000,"MDA",1
"Silver",2000,"MEX",2
"Silver",2000,"NED",29
"Silver",2000,"NGR",8
"Silver",2000,"NOR",4
"Silver",2000,"POL",10
"Silver",2000,"PRK",1
"Silver",2000,"ROU",6
"Silver",2000,"RSA",2
"Silver",2000,"RUS",68
"Silver",2000,"SRI",1
"Silver",2000,"SUI",11
"Silver",2000,"SVK",3
"Silver",2000,"SWE",20
"Silver",2000,"TPE",1
"Silver",2000,"TRI",1
"Silver",2000,"UKR",20
"Silver",2000,"URU",1
"Silver",2000,"USA",66
"Silver",2000,"UZB",1
"Silver",2000,"VIE",1
"Silver",2000,"YUG",1
"Silver",2004,"AUS",78
"Silver",2004,"AUT",4
"Silver",2004,"BLR",6
"Silver",2004,"BRA",19
"Silver",2004,"BUL",1
"Silver",2004,"CAN",10
"Silver",2004,"CHN",27
"Silver",2004,"CRO",3
"Silver",2004,"CUB",8
"Silver",2004,"CZE",6
"Silver",2004,"EGY",1
"Silver",2004,"ESP",15
"Silver",2004,"EST",1
"Silver",2004,"ETH",3
"Silver",2004,"FIN",2
"Silver",2004,"FRA",10
"Silver",2004,"GBR",25
"Silver",2004,"GEO",2
"Silver",2004,"GER",45
"Silver",2004,"GRE",18
"Silver",2004,"HKG",2
"Silver",2004,"HUN",12
"Silver",2004,"INA",1
"Silver",2004,"IND",1
"Silver",2004,"IRI",2
"Silver",2004,"ITA",39
"Silver",2004,"JAM",1
"Silver",2004,"JPN",20
"Silver",2004,"KAZ",4
"Silver",2004,"KEN",4
"Silver",2004,"KOR",28
"Silver",2004,"LAT",4
"Silver",2004,"LTU",2
"Silver",2004,"MAR",1
"Silver",2004,"MEX",3
"Silver",2004,"NED",50
"Silver",2004,"NZL",2
"Silver",2004,"PAR",17
"Silver",2004,"POL",2
"Silver",2004,"POR",2
"Silver",2004,"PRK",4
"Silver",2004,"ROU",5
"Silver",2004,"RSA",3
"Silver",2004,"RUS",49
"Silver",2004,"SCG",14
"Silver",2004,"SLO",2
"Silver",2004,"SUI",2
"Silver",2004,"SVK",2
"Silver",2004,"SWE",5
"Silver",2004,"THA",1
"Silver",2004,"TPE",4
"Silver",2004,"TUR",3
"Silver",2004,"UKR",8
"Silver",2004,"USA",75
"Silver",2004,"UZB",1
"Silver",2004,"ZIM",1
"Silver",2008,"ALG",1
"Silver",2008,"AUS",42
"Silver",2008,"AUT",1
"Silver",2008,"AZE",2
"Silver",2008,"BAH",4
"Silver",2008,"BEL",4
"Silver",2008,"BLR",5
"Silver",2008,"BRA",34
"Silver",2008,"BUL",1
"Silver",2008,"CAN",13
"Silver",2008,"CHI",1
"Silver",2008,"CHN",53
"Silver",2008,"COL",1
"Silver",2008,"CRO",2
"Silver",2008,"CUB",34
"Silver",2008,"CZE",4
"Silver",2008,"DEN",6
"Silver",2008,"DOM",1
"Silver",2008,"ECU",1
"Silver",2008,"ESP",48
"Silver",2008,"EST",2
"Silver",2008,"ETH",1
"Silver",2008,"FIN",2
"Silver",2008,"FRA",23
"Silver",2008,"GBR",25
"Silver",2008,"GER",16
"Silver",2008,"GRE",3
"Silver",2008,"HUN",8
"Silver",2008,"INA",2
"Silver",2008,"IRL",1
"Silver",2008,"ISL",14
"Silver",2008,"ITA",14
"Silver",2008,"JAM",3
"Silver",2008,"JPN",11
"Silver",2008,"KAZ",4
"Silver",2008,"KEN",4
"Silver",2008,"KGZ",1
"Silver",2008,"KOR",11
"Silver",2008,"LAT",1
"Silver",2008,"LTU",2
"Silver",2008,"MAR",1
"Silver",2008,"MAS",1
"Silver",2008,"MGL",2
"Silver",2008,"NED",18
"Silver",2008,"NGR",18
"Silver",2008,"NOR",5
"Silver",2008,"NZL",2
"Silver",2008,"POL",13
"Silver",2008,"POR",1
"Silver",2008,"PRK",1
"Silver",2008,"ROU",1
"Silver",2008,"RSA",1
"Silver",2008,"RUS",44
"Silver",2008,"SIN",3
"Silver",2008,"SLO",2
"Silver",2008,"SRB",1
"Silver",2008,"SUD",1
"Silver",2008,"SVK",5
"Silver",2008,"SWE",5
"Silver",2008,"THA",2
"Silver",2008,"TJK",1
"Silver",2008,"TRI",5
"Silver",2008,"TUR",4
"Silver",2008,"UKR",5
"Silver",2008,"USA",109
"Silver",2008,"UZB",2
"Silver",2008,"VIE",1
"Silver",2008,"ZIM",3
